Suburb,Rooms,Type,Price,Date,Regionname,Distance,CouncilArea
"Ormond",2,"u",810000,"23/12/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
"Parkdale",2,"h",975000,"23/12/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Parkdale",5,"h",1160000,"23/12/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Parkdale",3,"h",1150000,"23/12/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Parkdale",2,"u",465000,"23/12/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Pascoe Vale",2,"t",520000,"23/12/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",2,"h",800000,"23/12/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",3,"t",690000,"23/12/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",3,"t",826000,"23/12/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",2,"u",585000,"23/12/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",4,"h",1015000,"23/12/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Plumpton",3,"h",464000,"23/12/2017","Western Metropolitan",23.8,"Melton City Council"
"Point Cook",3,"h",670000,"23/12/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Point Cook",4,"h",650000,"23/12/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Point Cook",4,"h",690000,"23/12/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Port Melbourne",2,"u",797000,"23/12/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",3,"t",1525000,"23/12/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",3,"u",1362000,"23/12/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Prahran",3,"u",765000,"23/12/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",1,"u",383000,"23/12/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",2,"u",690000,"23/12/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",2,"u",680000,"23/12/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",2,"u",612000,"23/12/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",3,"h",2400000,"23/12/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",2,"h",1312000,"23/12/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Preston",3,"h",1185000,"23/12/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",2,"t",723000,"23/12/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",3,"h",985000,"23/12/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",3,"t",760000,"23/12/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",4,"h",930000,"23/12/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",4,"h",1950000,"23/12/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",4,"h",800000,"23/12/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",5,"h",1455000,"23/12/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Princes Hill",3,"h",1575000,"23/12/2017","Northern Metropolitan",3.5,"Yarra City Council"
"Research",4,"h",900000,"23/12/2017","Eastern Metropolitan",18,"Nillumbik Shire Council"
"Reservoir",3,"h",600000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"t",562000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",900000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",700500,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"t",560000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",1,"t",455000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",4,"h",845000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",810000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",920000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",865000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"t",585000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",770000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",775000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"t",600000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"t",669000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",4,"h",890000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"t",698000,"23/12/2017","Northern Metropolitan",12,"Darebin City Council"
"Richmond",2,"h",1000000,"23/12/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",2,"u",550000,"23/12/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",3,"h",1490000,"23/12/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",3,"h",1182000,"23/12/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",3,"h",1700000,"23/12/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",3,"h",1710000,"23/12/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",2,"h",1145000,"23/12/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",3,"h",1000000,"23/12/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",1,"u",530000,"23/12/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Riddells Creek",4,"h",765000,"23/12/2017","Northern Victoria",47.4,"Macedon Ranges Shire Council"
"Ringwood",4,"h",1246000,"23/12/2017","Eastern Metropolitan",19.9,"Maroondah City Council"
"Ringwood East",3,"h",805000,"23/12/2017","Eastern Metropolitan",21.3,"Maroondah City Council"
"Ripponlea",2,"h",1380000,"23/12/2017","Southern Metropolitan",7.2,"Port Phillip City Council"
"Rowville",5,"h",956000,"23/12/2017","South-Eastern Metropolitan",23.5,"Knox City Council"
"Roxburgh Park",4,"h",630000,"23/12/2017","Northern Metropolitan",20.6,"Hume City Council"
"Sandringham",3,"t",1017500,"23/12/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Sandringham",2,"u",720000,"23/12/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Sandringham",3,"h",850000,"23/12/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Seaford",3,"h",635000,"23/12/2017","South-Eastern Metropolitan",35.4,"Frankston City Council"
"Seaholme",3,"h",1410000,"23/12/2017","Western Metropolitan",11,"Hobsons Bay City Council"
"Seddon",2,"u",435000,"23/12/2017","Western Metropolitan",5.1,"Maribyrnong City Council"
"South Melbourne",3,"u",810000,"23/12/2017","Southern Metropolitan",1.9,"Port Phillip City Council"
"South Morang",4,"h",676000,"23/12/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",3,"h",500000,"23/12/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",4,"h",711000,"23/12/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",3,"h",616000,"23/12/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",4,"h",697000,"23/12/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",2,"h",412500,"23/12/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Yarra",3,"t",1500000,"23/12/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",2,"t",981000,"23/12/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",3,"u",770000,"23/12/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",2,"u",1300000,"23/12/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",1,"u",347500,"23/12/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"Spotswood",4,"h",1060000,"23/12/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"St Albans",3,"t",505000,"23/12/2017","Western Metropolitan",14,"Brimbank City Council"
"St Albans",3,"h",650000,"23/12/2017","Western Metropolitan",14,"Brimbank City Council"
"St Kilda",2,"u",500000,"23/12/2017","Southern Metropolitan",5,"Port Phillip City Council"
"St Kilda",1,"u",270000,"23/12/2017","Southern Metropolitan",5,"Port Phillip City Council"
"St Kilda",3,"h",1310000,"23/12/2017","Southern Metropolitan",5,"Port Phillip City Council"
"Strathmore",2,"u",850000,"23/12/2017","Western Metropolitan",8.2,"Moonee Valley City Council"
"Strathmore",3,"u",900000,"23/12/2017","Western Metropolitan",8.2,"Moonee Valley City Council"
"Sunbury",3,"t",496000,"23/12/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",3,"h",499500,"23/12/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",3,"h",460000,"23/12/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",4,"h",450000,"23/12/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",3,"h",516500,"23/12/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",4,"h",580000,"23/12/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",2,"u",400000,"23/12/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",4,"h",590000,"23/12/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunshine",4,"h",1155500,"23/12/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine North",3,"h",697000,"23/12/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine North",4,"h",690000,"23/12/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine North",3,"h",690000,"23/12/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",5,"h",990000,"23/12/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",3,"h",555000,"23/12/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",4,"h",753000,"23/12/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",3,"h",680000,"23/12/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",3,"h",550000,"23/12/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",4,"h",560000,"23/12/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",4,"h",685000,"23/12/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Surrey Hills",2,"t",950000,"23/12/2017","Southern Metropolitan",10.2,"Boroondara City Council"
"Surrey Hills",2,"t",950000,"23/12/2017","Southern Metropolitan",10.2,"Boroondara City Council"
"Sydenham",2,"u",395000,"23/12/2017","Western Metropolitan",18,"Brimbank City Council"
"Sydenham",2,"u",400000,"23/12/2017","Western Metropolitan",18,"Brimbank City Council"
"Sydenham",6,"h",700000,"23/12/2017","Western Metropolitan",18,"Brimbank City Council"
"Sydenham",3,"h",601000,"23/12/2017","Western Metropolitan",18,"Brimbank City Council"
"Sydenham",3,"h",495000,"23/12/2017","Western Metropolitan",18,"Brimbank City Council"
"Tarneit",3,"u",405000,"23/12/2017","Western Metropolitan",18.4,"Wyndham City Council"
"Tarneit",4,"h",527500,"23/12/2017","Western Metropolitan",18.4,"Wyndham City Council"
"Tarneit",3,"u",420000,"23/12/2017","Western Metropolitan",18.4,"Wyndham City Council"
"Taylors Hill",4,"h",830000,"23/12/2017","Western Metropolitan",18,"Melton City Council"
"Taylors Hill",4,"h",660000,"23/12/2017","Western Metropolitan",18,"Melton City Council"
"Taylors Lakes",4,"h",720000,"23/12/2017","Western Metropolitan",15.5,"Brimbank City Council"
"Taylors Lakes",4,"h",770000,"23/12/2017","Western Metropolitan",15.5,"Brimbank City Council"
"Templestowe Lower",3,"h",900000,"23/12/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Templestowe Lower",5,"h",1330000,"23/12/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Thomastown",3,"h",860000,"23/12/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thomastown",2,"u",261500,"23/12/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thomastown",3,"h",625000,"23/12/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thomastown",3,"h",925000,"23/12/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thornbury",2,"u",500000,"23/12/2017","Northern Metropolitan",7,"Darebin City Council"
"Thornbury",4,"h",1965000,"23/12/2017","Northern Metropolitan",7,"Darebin City Council"
"Thornbury",3,"h",920000,"23/12/2017","Northern Metropolitan",7,"Darebin City Council"
"Thornbury",3,"t",950500,"23/12/2017","Northern Metropolitan",7,"Darebin City Council"
"Thornbury",3,"h",1455000,"23/12/2017","Northern Metropolitan",7,"Darebin City Council"
"Toorak",5,"h",4515000,"23/12/2017","Southern Metropolitan",4.1,"Stonnington City Council"
"Toorak",3,"t",1310000,"23/12/2017","Southern Metropolitan",4.1,"Stonnington City Council"
"Toorak",3,"u",1550000,"23/12/2017","Southern Metropolitan",4.1,"Stonnington City Council"
"Tullamarine",2,"u",470000,"23/12/2017","Western Metropolitan",12.9,"Brimbank City Council"
"Tullamarine",3,"h",732000,"23/12/2017","Western Metropolitan",12.9,"Brimbank City Council"
"Tullamarine",4,"h",780000,"23/12/2017","Western Metropolitan",12.9,"Brimbank City Council"
"Vermont",4,"u",841000,"23/12/2017","Eastern Metropolitan",17.2,"Maroondah City Council"
"Viewbank",4,"h",1140000,"23/12/2017","Eastern Metropolitan",8.9,"Banyule City Council"
"Viewbank",4,"h",900500,"23/12/2017","Eastern Metropolitan",8.9,"Banyule City Council"
"Wallan",5,"h",600000,"23/12/2017","Northern Victoria",44.2,"Mitchell Shire Council"
"Wallan",3,"h",390000,"23/12/2017","Northern Victoria",44.2,"Mitchell Shire Council"
"Wallan",4,"h",590000,"23/12/2017","Northern Victoria",44.2,"Mitchell Shire Council"
"Wantirna",4,"h",975000,"23/12/2017","Eastern Metropolitan",14.7,"Knox City Council"
"Wantirna",4,"h",1188888,"23/12/2017","Eastern Metropolitan",14.7,"Knox City Council"
"Wantirna South",5,"h",1500000,"23/12/2017","Eastern Metropolitan",14.7,"Knox City Council"
"Wantirna South",5,"h",1075000,"23/12/2017","Eastern Metropolitan",14.7,"Knox City Council"
"Watsonia North",4,"h",760000,"23/12/2017","Northern Metropolitan",14.5,"Banyule City Council"
"Watsonia North",3,"h",700000,"23/12/2017","Northern Metropolitan",14.5,"Banyule City Council"
"Wattle Glen",4,"h",835000,"23/12/2017","Northern Victoria",23.6,"Nillumbik Shire Council"
"Werribee",4,"h",691000,"23/12/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Werribee",3,"h",420000,"23/12/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Werribee",2,"h",566000,"23/12/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Werribee",4,"h",552000,"23/12/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Werribee",2,"u",341000,"23/12/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Werribee",3,"h",501000,"23/12/2017","Western Metropolitan",14.7,"Wyndham City Council"
"West Footscray",2,"h",775000,"23/12/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"West Footscray",2,"h",790000,"23/12/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"West Footscray",2,"h",1300000,"23/12/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"Wheelers Hill",4,"h",1700000,"23/12/2017","South-Eastern Metropolitan",16.7,"Monash City Council"
"Wheelers Hill",3,"h",1100000,"23/12/2017","South-Eastern Metropolitan",16.7,"Monash City Council"
"Williams Landing",4,"h",785000,"23/12/2017","Western Metropolitan",17.6,"Wyndham City Council"
"Williamstown",2,"h",1115000,"23/12/2017","Western Metropolitan",6.8,"Hobsons Bay City Council"
"Williamstown",2,"u",570000,"23/12/2017","Western Metropolitan",6.8,"Hobsons Bay City Council"
"Williamstown",3,"h",870000,"23/12/2017","Western Metropolitan",6.8,"Hobsons Bay City Council"
"Williamstown",3,"h",2400000,"23/12/2017","Western Metropolitan",6.8,"Hobsons Bay City Council"
"Windsor",2,"h",1000000,"23/12/2017","Southern Metropolitan",4.6,"Port Phillip City Council"
"Wollert",3,"h",640000,"23/12/2017","Northern Metropolitan",25.5,"Whittlesea City Council"
"Wollert",4,"h",520600,"23/12/2017","Northern Metropolitan",25.5,"Whittlesea City Council"
"Wyndham Vale",3,"h",410000,"23/12/2017","Western Metropolitan",27.2,"Wyndham City Council"
"Wyndham Vale",3,"h",400000,"23/12/2017","Western Metropolitan",27.2,"Wyndham City Council"
"Wyndham Vale",3,"h",416000,"23/12/2017","Western Metropolitan",27.2,"Wyndham City Council"
"Yallambie",3,"t",745000,"23/12/2017","Northern Metropolitan",12.7,"Banyule City Council"
"Yallambie",3,"t",655000,"23/12/2017","Northern Metropolitan",12.7,"Banyule City Council"
"Yarraville",2,"h",870000,"23/12/2017","Western Metropolitan",6.3,"Maribyrnong City Council"
"Yarraville",2,"u",495000,"23/12/2017","Western Metropolitan",6.3,"Maribyrnong City Council"
"Yarraville",3,"h",1000000,"23/12/2017","Western Metropolitan",6.3,"Maribyrnong City Council"
"Yarraville",2,"u",410000,"23/12/2017","Western Metropolitan",6.3,"Maribyrnong City Council"
"Abbotsford",3,"u",1755000,"24/02/2018","Northern Metropolitan",3,"Yarra City Council"
"Airport West",3,"h",640000,"24/02/2018","Western Metropolitan",10.4,"Moonee Valley City Council"
"Airport West",2,"h",572000,"24/02/2018","Western Metropolitan",10.4,"Moonee Valley City Council"
"Albert Park",2,"u",690000,"24/02/2018","Southern Metropolitan",3,"Port Phillip City Council"
"Albion",2,"h",655000,"24/02/2018","Western Metropolitan",10.5,"Brimbank City Council"
"Albion",3,"t",600000,"24/02/2018","Western Metropolitan",10.5,"Brimbank City Council"
"Albion",2,"u",380000,"24/02/2018","Western Metropolitan",10.5,"Brimbank City Council"
"Alphington",4,"h",2300000,"24/02/2018","Northern Metropolitan",5.7,"Darebin City Council"
"Altona",1,"u",452000,"24/02/2018","Western Metropolitan",11,"Hobsons Bay City Council"
"Altona Meadows",3,"h",632500,"24/02/2018","Western Metropolitan",15.5,"Hobsons Bay City Council"
"Altona North",3,"h",860000,"24/02/2018","Western Metropolitan",9.4,"Hobsons Bay City Council"
"Ardeer",3,"h",641000,"24/02/2018","Western Metropolitan",12.8,"Brimbank City Council"
"Armadale",4,"h",4250000,"24/02/2018","Southern Metropolitan",6.3,"Stonnington City Council"
"Armadale",3,"t",1115000,"24/02/2018","Southern Metropolitan",6.3,"Stonnington City Council"
"Ascot Vale",3,"h",1320000,"24/02/2018","Western Metropolitan",4.3,"Moonee Valley City Council"
"Ascot Vale",3,"t",953000,"24/02/2018","Western Metropolitan",4.3,"Moonee Valley City Council"
"Ascot Vale",3,"h",1080000,"24/02/2018","Western Metropolitan",4.3,"Moonee Valley City Council"
"Ascot Vale",4,"h",1341000,"24/02/2018","Western Metropolitan",4.3,"Moonee Valley City Council"
"Ashwood",3,"h",1554000,"24/02/2018","Southern Metropolitan",10.2,"Monash City Council"
"Ashwood",4,"h",1850000,"24/02/2018","Southern Metropolitan",10.2,"Monash City Council"
